id,user_id,we_id,event_name,event_time,channel,platform,device_type,city,country,country_code,session_id,experiment_id,campaign_id,event_properties,line_items,revenue,currency
wev599663371887,we_cust1676168421,WE7868982884,Category Viewed,2024-07-23 05:06:24,ios,web,tablet,New York,US,US,sess24264965,,,{},[],0.0,USD
wev846506876283,we_cust6596578419,WE7321965273,Homepage Viewed,2024-12-12 18:32:53,email,mobile,mobile,London,US,US,sess41679685,,,{},[],0.0,USD
wev418782148545,we_cust2571688961,WE5041610957,Category Viewed,2025-03-24 15:14:42,email,web,mobile,London,US,US,sess29117998,,,{},[],0.0,USD
wev378406783665,we_cust7371573279,WE7520448126,Added To Cart,2024-12-19 20:20:36,web,web,tablet,New York,US,US,sess74412242,,,{},[],0.0,USD
wev105896611505,we_cust8370987661,WE2844088247,Product Viewed,2024-09-14 21:04:24,email,mobile,desktop,Los Angeles,US,US,sess87150662,,,{},[],0.0,USD
wev713137760836,we_cust1654477195,WE6169024580,Checkout created,2024-09-30 22:20:07,email,web,tablet,London,US,US,sess77848790,,,{},[],0.0,USD
wev798458556855,we_cust8083175325,WE5052474090,Homepage Viewed,2024-08-24 21:10:11,android,web,tablet,London,US,US,sess31669974,,,{},[],0.0,USD
wev345154827798,we_cust2617999521,WE3433349856,Order created,2024-01-19 21:13:10,web,web,mobile,Los Angeles,US,US,sess34533734,,,{},[],118.37,USD
wev240165598867,we_cust3291226621,WE5438931515,Order created,2025-01-08 04:12:54,android,mobile,desktop,Los Angeles,US,US,sess88277797,,,{},[],101.62,USD
wev107062395286,we_cust9388140708,WE3585742529,Product Viewed,2024-04-16 19:20:17,ios,mobile,tablet,New York,US,US,sess48336588,,,{},[],0.0,USD
wev461054862031,we_cust2979958124,WE4060689427,Product Searched,2025-02-16 06:20:29,email,mobile,mobile,London,US,US,sess43603616,,,{},[],0.0,USD
wev589177290662,we_cust6634526139,WE3750734754,Homepage Viewed,2024-11-18 02:07:36,email,mobile,tablet,London,US,US,sess72720504,,,{},[],0.0,USD
wev750088341800,we_cust9759180824,WE4642791645,Added To Cart,2024-06-09 18:17:32,web,mobile,mobile,New York,US,US,sess69932208,,,{},[],0.0,USD
wev214995889843,we_cust4590711152,WE8208509456,Homepage Viewed,2024-11-15 19:21:55,ios,web,mobile,London,US,US,sess40726386,,,{},[],0.0,USD
wev259178344064,we_cust6961554653,WE2706374887,Added To Cart,2024-08-23 16:03:53,android,web,tablet,New York,US,US,sess40658260,,,{},[],0.0,USD
wev520659259380,we_cust1039887139,WE4753972547,Order created,2024-11-06 15:56:14,web,mobile,tablet,London,US,US,sess45166105,,,{},[],57.34,USD
wev384472140173,we_cust1375899416,WE7533134651,Product Viewed,2025-03-13 04:14:53,email,mobile,tablet,New York,US,US,sess68123904,,,{},[],0.0,USD
wev291693556760,we_cust9908115095,WE4723322150,Product Viewed,2024-01-18 22:41:37,web,web,tablet,London,US,US,sess80266644,,,{},[],0.0,USD
wev970266373001,we_cust6974875750,WE1505464942,Order created,2024-09-14 03:26:35,web,mobile,mobile,Los Angeles,US,US,sess20785478,,,{},[],81.59,USD
wev155341390689,we_cust8203447752,WE7823787569,Added To Cart,2024-06-21 02:18:47,ios,mobile,mobile,London,US,US,sess72221155,,,{},[],0.0,USD
wev518507951449,we_cust8987073217,WE1692217854,Product Searched,2024-03-07 02:54:47,ios,mobile,mobile,Los Angeles,US,US,sess24667762,,,{},[],0.0,USD
wev173975625723,we_cust7193532615,WE3279297076,Order created,2024-10-14 00:12:06,ios,mobile,desktop,New York,US,US,sess67509166,,,{},[],70.18,USD
wev654429195678,we_cust5281907480,WE1558136763,Checkout created,2025-03-01 13:14:24,android,mobile,tablet,Los Angeles,US,US,sess84963723,,,{},[],0.0,USD
wev720808555736,we_cust8110054933,WE1411227734,Added To Cart,2024-03-18 02:43:11,ios,web,desktop,London,US,US,sess20788317,,,{},[],0.0,USD
wev503046583302,we_cust6892752604,WE3377133822,Product Searched,2024-10-02 21:37:38,ios,mobile,desktop,London,US,US,sess29232811,,,{},[],0.0,USD
wev262437159503,we_cust4751509023,WE6173144989,Category Viewed,2024-06-02 06:29:56,web,web,desktop,London,US,US,sess14292540,,,{},[],0.0,USD
wev459716413819,we_cust9369574998,WE7704675212,Category Viewed,2024-01-20 04:50:35,email,web,mobile,London,US,US,sess84717611,,,{},[],0.0,USD
wev578130461293,we_cust9467483275,WE9998656203,Product Viewed,2024-08-29 08:37:08,ios,web,desktop,New York,US,US,sess20365968,,,{},[],0.0,USD
wev344842620703,we_cust6562144159,WE1108666880,Product Viewed,2024-11-10 09:43:28,email,web,desktop,Los Angeles,US,US,sess78563249,,,{},[],0.0,USD
wev745501504578,we_cust2947476917,WE7334289665,Product Searched,2024-03-23 07:25:51,web,mobile,mobile,Los Angeles,US,US,sess64287632,,,{},[],0.0,USD
wev709962874678,we_cust8046300793,WE4114772735,Category Viewed,2025-02-15 02:34:07,web,mobile,tablet,London,US,US,sess63376496,,,{},[],0.0,USD
wev801613115835,we_cust3074232200,WE5974253298,Added To Cart,2024-03-17 18:25:59,ios,web,tablet,London,US,US,sess32138468,,,{},[],0.0,USD
wev332247110232,we_cust6027311960,WE4725084523,Product Viewed,2024-09-10 07:17:13,web,web,desktop,Los Angeles,US,US,sess80351084,,,{},[],0.0,USD
wev987133820838,we_cust6313758032,WE4802099003,Added To Cart,2024-11-08 00:01:08,email,mobile,mobile,New York,US,US,sess37477870,,,{},[],0.0,USD
wev184037178150,we_cust8934927891,WE9454630720,Order created,2024-09-06 01:06:11,email,mobile,desktop,New York,US,US,sess44026252,,,{},[],136.35,USD
wev748167812559,we_cust8953726023,WE5100739783,Added To Cart,2024-09-10 05:17:03,web,mobile,desktop,Los Angeles,US,US,sess12434831,,,{},[],0.0,USD
wev386174747701,we_cust2214741296,WE1381786511,Product Searched,2024-10-02 04:04:23,email,web,tablet,Los Angeles,US,US,sess72149688,,,{},[],0.0,USD
wev160404517785,we_cust1717346250,WE1366326841,Category Viewed,2024-02-25 00:28:12,email,mobile,desktop,New York,US,US,sess47168392,,,{},[],0.0,USD
wev659768801928,we_cust6924716023,WE5074973635,Product Searched,2025-01-17 05:39:27,android,web,mobile,New York,US,US,sess83556686,,,{},[],0.0,USD
wev820667615582,we_cust4509456565,WE1611853164,Order created,2024-09-19 11:00:09,email,mobile,tablet,Los Angeles,US,US,sess76661821,,,{},[],99.51,USD
wev617422465525,we_cust5911625145,WE2672994743,Checkout created,2024-05-21 00:35:19,android,mobile,desktop,London,US,US,sess72571438,,,{},[],0.0,USD
wev353089345879,we_cust7560389844,WE7844467211,Product Searched,2024-05-26 09:28:16,web,mobile,mobile,New York,US,US,sess32893615,,,{},[],0.0,USD
wev339608532574,we_cust6961554653,WE8251274508,Product Viewed,2024-03-07 00:07:32,android,mobile,tablet,New York,US,US,sess52989560,,,{},[],0.0,USD
wev901570223716,we_cust6231117883,WE8433427266,Order created,2024-09-26 15:51:43,web,mobile,desktop,New York,US,US,sess73648500,,,{},[],124.71,USD
wev674431194991,we_cust8241550421,WE6408242637,Product Viewed,2024-07-10 08:49:26,android,web,mobile,London,US,US,sess48891018,,,{},[],0.0,USD
wev391329877420,we_cust3605585995,WE1698773988,Product Searched,2024-09-18 14:32:04,web,mobile,mobile,New York,US,US,sess17945108,,,{},[],0.0,USD
wev153662941096,we_cust2601198885,WE8812121421,Category Viewed,2024-08-12 13:06:57,web,mobile,tablet,New York,US,US,sess63574424,,,{},[],0.0,USD
wev377865123414,we_cust8480622107,WE5858153845,Product Viewed,2025-03-21 22:29:59,ios,web,tablet,London,US,US,sess54633283,,,{},[],0.0,USD
wev526416159544,we_cust3035761595,WE8711513214,Checkout created,2024-06-11 20:26:48,email,web,tablet,Los Angeles,US,US,sess91405080,,,{},[],0.0,USD
wev867597757988,we_cust7539399243,WE5804110205,Product Viewed,2024-08-19 18:39:51,email,web,mobile,New York,US,US,sess53179743,,,{},[],0.0,USD
wev485333668495,we_cust5898890707,WE7364414265,Product Viewed,2024-05-25 11:28:42,ios,mobile,tablet,Los Angeles,US,US,sess79532750,,,{},[],0.0,USD
wev194980401249,we_cust1422701550,WE8170449396,Category Viewed,2024-11-24 21:53:02,email,mobile,mobile,New York,US,US,sess20448273,,,{},[],0.0,USD
wev201305759667,we_cust5485387618,WE1409578016,Product Searched,2024-06-24 00:57:42,email,mobile,mobile,New York,US,US,sess33715129,,,{},[],0.0,USD
wev472966409196,we_cust8418332121,WE9537133582,Product Viewed,2024-06-14 03:37:35,web,web,tablet,London,US,US,sess97285809,,,{},[],0.0,USD
wev607484159497,we_cust9851745648,WE8146244198,Product Viewed,2024-09-14 01:27:59,web,mobile,desktop,London,US,US,sess74755061,,,{},[],0.0,USD
wev411223987382,we_cust8650676663,WE9781439053,Product Searched,2024-06-15 05:54:33,ios,web,mobile,New York,US,US,sess75648836,,,{},[],0.0,USD
wev750334680204,we_cust8942167666,WE2501681681,Order created,2024-11-12 17:07:42,web,mobile,mobile,London,US,US,sess15674144,,,{},[],75.13,USD
wev398230969724,we_cust7249213370,WE1019410986,Category Viewed,2025-02-21 14:43:07,android,web,mobile,New York,US,US,sess37351185,,,{},[],0.0,USD
wev906282811004,we_cust8012696455,WE3152802611,Order created,2025-03-06 03:23:23,web,mobile,mobile,New York,US,US,sess51403243,,,{},[],32.61,USD
wev540689555744,we_cust8235717104,WE2576634067,Product Viewed,2024-03-24 04:49:08,ios,web,tablet,New York,US,US,sess51136500,,,{},[],0.0,USD
wev827550403331,we_cust3739951076,WE9549230629,Product Viewed,2025-01-12 17:58:17,email,web,desktop,New York,US,US,sess24286696,,,{},[],0.0,USD
wev190831045223,we_cust5744003377,WE9827827643,Order created,2024-04-05 08:09:04,email,web,tablet,New York,US,US,sess47648304,,,{},[],64.25,USD
wev523978053556,we_cust9776185998,WE8673801957,Product Viewed,2024-01-15 21:00:06,email,mobile,tablet,London,US,US,sess74059143,,,{},[],0.0,USD
wev452324951149,we_cust3358880404,WE9113716785,Product Viewed,2025-02-26 19:23:22,ios,web,mobile,London,US,US,sess81155905,,,{},[],0.0,USD
wev281365873520,we_cust5667181604,WE8784295648,Homepage Viewed,2025-01-06 04:24:45,web,mobile,tablet,Los Angeles,US,US,sess75769151,,,{},[],0.0,USD
wev343222132056,we_cust3693985578,WE6077087505,Product Viewed,2024-10-09 16:38:08,email,web,tablet,Los Angeles,US,US,sess68813759,,,{},[],0.0,USD
wev713437676675,we_cust2699887270,WE3753425992,Added To Cart,2024-06-30 01:00:15,android,mobile,desktop,London,US,US,sess90143214,,,{},[],0.0,USD
wev374069273009,we_cust7487012742,WE1799756006,Product Searched,2024-02-19 00:38:40,ios,mobile,mobile,London,US,US,sess48842793,,,{},[],0.0,USD
wev343721646830,we_cust6859286614,WE9428120025,Added To Cart,2024-08-30 10:29:06,ios,mobile,tablet,Los Angeles,US,US,sess93564295,,,{},[],0.0,USD
wev433472994577,we_cust6882074066,WE9563665630,Checkout created,2024-12-13 06:40:20,android,web,mobile,New York,US,US,sess14741441,,,{},[],0.0,USD
wev937977215072,we_cust5281907480,WE3883577598,Category Viewed,2024-09-09 08:56:28,email,mobile,mobile,Los Angeles,US,US,sess41389160,,,{},[],0.0,USD
wev178087110607,we_cust1756345332,WE9503746442,Added To Cart,2024-09-08 05:00:03,web,mobile,tablet,New York,US,US,sess58358442,,,{},[],0.0,USD
wev123129554408,we_cust8991514523,WE5236699877,Product Searched,2024-04-08 08:46:58,web,web,desktop,London,US,US,sess23155468,,,{},[],0.0,USD
wev232469156208,we_cust8208584394,WE9221759042,Product Viewed,2024-07-07 22:51:17,email,web,desktop,Los Angeles,US,US,sess15751164,,,{},[],0.0,USD
wev352554464624,we_cust3271361431,WE5536100060,Added To Cart,2024-04-07 16:48:02,email,web,tablet,London,US,US,sess75342104,,,{},[],0.0,USD
wev511881830276,we_cust4485356009,WE6795195635,Homepage Viewed,2024-12-18 02:35:01,web,mobile,desktop,Los Angeles,US,US,sess48824738,,,{},[],0.0,USD
wev841138390526,we_cust4097887746,WE5573240610,Product Searched,2024-05-29 14:18:10,ios,mobile,tablet,London,US,US,sess99809934,,,{},[],0.0,USD
wev655971550125,we_cust6542943838,WE7018463731,Checkout created,2024-10-03 06:10:52,ios,mobile,tablet,New York,US,US,sess58042588,,,{},[],0.0,USD
wev680484908274,we_cust2950049698,WE9072373655,Order created,2024-07-14 05:40:35,android,web,desktop,New York,US,US,sess36586417,,,{},[],147.36,USD
wev636499250580,we_cust7150970643,WE3167848817,Product Viewed,2024-12-11 13:36:23,ios,web,tablet,London,US,US,sess61432908,,,{},[],0.0,USD
wev945331236510,we_cust9302705838,WE5447921056,Product Viewed,2024-07-13 18:34:06,ios,mobile,mobile,New York,US,US,sess65346676,,,{},[],0.0,USD
wev674937301619,we_cust3614915281,WE1533837179,Product Viewed,2024-09-13 23:17:14,web,web,mobile,London,US,US,sess49098578,,,{},[],0.0,USD
wev194035378353,we_cust2777816561,WE6615349365,Order created,2024-10-28 19:02:27,ios,mobile,desktop,London,US,US,sess81668328,,,{},[],142.51,USD
wev134010865317,we_cust9858643842,WE2172892377,Added To Cart,2025-02-09 14:59:16,android,mobile,tablet,London,US,US,sess83894910,,,{},[],0.0,USD
wev192867975256,we_cust5744003377,WE1041613943,Category Viewed,2024-02-10 11:44:28,android,web,tablet,Los Angeles,US,US,sess93364420,,,{},[],0.0,USD
wev272508004834,we_cust6065662867,WE6357330995,Checkout created,2024-01-09 11:56:58,web,web,tablet,New York,US,US,sess90653653,,,{},[],0.0,USD
wev791496643401,we_cust1194576436,WE7645255021,Product Searched,2024-11-09 13:25:20,web,web,tablet,New York,US,US,sess60585007,,,{},[],0.0,USD
wev259059376674,we_cust2351531223,WE1072564431,Product Searched,2024-09-12 01:08:33,web,mobile,desktop,Los Angeles,US,US,sess65758868,,,{},[],0.0,USD
wev421359104387,we_cust4014119648,WE3844100799,Homepage Viewed,2024-02-16 21:56:06,ios,mobile,tablet,Los Angeles,US,US,sess48424605,,,{},[],0.0,USD
wev726385402890,we_cust6311894154,WE8439332382,Category Viewed,2024-09-28 20:22:06,android,web,desktop,London,US,US,sess89355821,,,{},[],0.0,USD
wev980054199667,we_cust1364994639,WE1606658040,Homepage Viewed,2024-03-31 07:42:14,ios,web,mobile,New York,US,US,sess58229499,,,{},[],0.0,USD
wev437650210737,we_cust1182758417,WE2856646104,Checkout created,2024-09-19 16:21:12,web,web,desktop,New York,US,US,sess88938608,,,{},[],0.0,USD
wev696404232466,we_cust6072939882,WE4828820737,Order created,2024-08-27 10:31:17,ios,web,tablet,London,US,US,sess41814392,,,{},[],41.95,USD
wev242896088079,we_cust7799567490,WE4514021775,Product Viewed,2024-03-04 20:53:20,ios,web,tablet,New York,US,US,sess90047954,,,{},[],0.0,USD
wev957468743656,we_cust6491309593,WE5495443307,Product Viewed,2024-02-19 09:02:41,android,web,mobile,London,US,US,sess30108525,,,{},[],0.0,USD
wev547115616185,we_cust4256292393,WE2730572505,Category Viewed,2024-02-28 15:00:00,ios,mobile,mobile,London,US,US,sess44868498,,,{},[],0.0,USD
wev260486846444,we_cust1664847319,WE9328111617,Checkout created,2024-05-15 01:12:01,email,web,tablet,Los Angeles,US,US,sess58094226,,,{},[],0.0,USD
wev474350506654,we_cust1981049082,WE3511734104,Added To Cart,2024-12-22 17:57:05,android,mobile,tablet,London,US,US,sess87570355,,,{},[],0.0,USD
wev260526982170,we_cust9376277483,WE3795943204,Added To Cart,2024-05-16 12:17:23,android,mobile,tablet,Los Angeles,US,US,sess19975585,,,{},[],0.0,USD
wev591876461788,we_cust9573276057,WE6641331105,Added To Cart,2024-06-04 08:53:33,web,web,desktop,London,US,US,sess22285340,,,{},[],0.0,USD
wev116014824499,we_cust6588316233,WE6405394792,Product Viewed,2024-04-17 17:35:56,email,web,mobile,New York,US,US,sess77596100,,,{},[],0.0,USD
wev708376101837,we_cust5975196341,WE8342111444,Order created,2025-03-20 17:40:25,email,web,tablet,London,US,US,sess38866034,,,{},[],116.81,USD
wev472969082658,we_cust5570828113,WE1678618390,Added To Cart,2024-11-21 12:07:46,ios,web,mobile,New York,US,US,sess87419874,,,{},[],0.0,USD
wev178580146035,we_cust6619138852,WE4523408511,Homepage Viewed,2024-01-25 15:57:57,ios,web,mobile,Los Angeles,US,US,sess35328359,,,{},[],0.0,USD
wev562397751946,we_cust4163119785,WE8490021785,Product Searched,2024-09-24 00:42:44,email,web,tablet,New York,US,US,sess92947334,,,{},[],0.0,USD
wev377245944841,we_cust9454207717,WE2997650499,Homepage Viewed,2024-04-30 11:05:55,web,web,mobile,London,US,US,sess56863296,,,{},[],0.0,USD
wev708691915829,we_cust7471636437,WE2432084238,Homepage Viewed,2024-04-24 13:57:11,email,web,mobile,London,US,US,sess65394611,,,{},[],0.0,USD
wev736649806433,we_cust4914929023,WE3047516295,Added To Cart,2024-02-29 13:00:14,android,mobile,tablet,London,US,US,sess88709247,,,{},[],0.0,USD
wev549811540097,we_cust7552812957,WE4806512726,Checkout created,2024-04-30 16:20:31,ios,web,desktop,Los Angeles,US,US,sess11898603,,,{},[],0.0,USD
wev686194687618,we_cust1809283659,WE3129801950,Product Viewed,2024-02-23 21:47:47,web,web,mobile,Los Angeles,US,US,sess66485632,,,{},[],0.0,USD
wev377261866433,we_cust7818568548,WE2040478853,Product Viewed,2024-07-21 17:58:40,web,web,mobile,Los Angeles,US,US,sess12774156,,,{},[],0.0,USD
wev619310076756,we_cust6955593943,WE3448402399,Category Viewed,2024-10-09 11:59:58,web,web,mobile,New York,US,US,sess51709502,,,{},[],0.0,USD
wev880243051309,we_cust2289624427,WE2590830040,Product Searched,2025-03-13 15:11:32,web,mobile,mobile,London,US,US,sess73291936,,,{},[],0.0,USD
wev787587013625,we_cust7759781156,WE6170586572,Homepage Viewed,2025-03-04 11:24:36,email,web,tablet,Los Angeles,US,US,sess36584266,,,{},[],0.0,USD
wev784489000409,we_cust9455610447,WE1077181965,Category Viewed,2024-03-05 03:30:58,ios,web,mobile,Los Angeles,US,US,sess72955624,,,{},[],0.0,USD
wev540243152179,we_cust6043349038,WE2333982762,Homepage Viewed,2025-03-08 22:18:32,android,mobile,tablet,London,US,US,sess67054429,,,{},[],0.0,USD
wev568608534555,we_cust9863781331,WE3820773128,Added To Cart,2024-09-12 08:01:14,email,mobile,mobile,New York,US,US,sess93200917,,,{},[],0.0,USD
wev261665036159,we_cust9274189261,WE8357025657,Homepage Viewed,2024-12-10 05:29:37,ios,web,tablet,New York,US,US,sess52220183,,,{},[],0.0,USD
wev827574818811,we_cust5759234471,WE3655867483,Checkout created,2024-02-17 15:11:24,ios,mobile,desktop,Los Angeles,US,US,sess10217396,,,{},[],0.0,USD
wev221174460776,we_cust4655935832,WE5755549528,Added To Cart,2024-12-05 05:22:44,android,mobile,tablet,London,US,US,sess86540255,,,{},[],0.0,USD
wev398493339460,we_cust6959501845,WE5034720964,Order created,2024-05-20 14:10:55,ios,mobile,mobile,New York,US,US,sess82815456,,,{},[],106.64,USD
wev680645123212,we_cust9484167278,WE3827532776,Added To Cart,2024-08-30 20:06:21,android,mobile,desktop,London,US,US,sess83859702,,,{},[],0.0,USD
wev472194484073,we_cust8453283834,WE3727198649,Added To Cart,2024-08-12 11:00:20,web,mobile,mobile,New York,US,US,sess34971112,,,{},[],0.0,USD
wev949109852459,we_cust3334938378,WE5839147640,Category Viewed,2024-11-08 14:01:47,ios,web,desktop,New York,US,US,sess49132305,,,{},[],0.0,USD
wev360960058083,we_cust2537965898,WE5047989517,Order created,2024-12-15 09:11:54,web,web,mobile,New York,US,US,sess83166027,,,{},[],146.75,USD
wev702351271926,we_cust1913706213,WE6711158854,Product Viewed,2024-11-19 20:00:14,email,mobile,mobile,London,US,US,sess74632103,,,{},[],0.0,USD
wev201478033264,we_cust2982979741,WE6790282215,Product Searched,2024-10-11 08:37:54,web,web,tablet,New York,US,US,sess32611381,,,{},[],0.0,USD
wev222580499179,we_cust4405620755,WE2926453434,Order created,2024-04-16 00:36:38,web,web,mobile,London,US,US,sess25102644,,,{},[],80.96,USD
wev385222213263,we_cust3424843951,WE9235758786,Order created,2024-04-25 09:13:04,web,mobile,mobile,Los Angeles,US,US,sess21362792,,,{},[],146.69,USD
wev455798360852,we_cust7505693643,WE9411121885,Order created,2024-06-13 04:45:46,android,web,mobile,New York,US,US,sess72387469,,,{},[],123.3,USD
wev535974177522,we_cust5819946657,WE3933397839,Homepage Viewed,2024-08-30 17:55:51,email,web,mobile,New York,US,US,sess16162931,,,{},[],0.0,USD
wev707547416955,we_cust1965067727,WE1575817451,Product Searched,2025-03-21 23:52:25,web,mobile,tablet,Los Angeles,US,US,sess69570119,,,{},[],0.0,USD
wev976532691372,we_cust8239941612,WE2517810614,Product Searched,2025-01-03 23:58:11,web,web,mobile,New York,US,US,sess49625358,,,{},[],0.0,USD
wev585336159817,we_cust9318010743,WE6104577224,Product Searched,2025-02-15 18:36:54,ios,mobile,mobile,New York,US,US,sess43450838,,,{},[],0.0,USD
wev905519661805,we_cust4361393222,WE5004996025,Homepage Viewed,2024-04-21 02:53:10,web,web,tablet,Los Angeles,US,US,sess13501411,,,{},[],0.0,USD
wev726563388647,we_cust1726990714,WE5881551276,Order created,2024-02-22 11:19:26,email,mobile,mobile,Los Angeles,US,US,sess34309151,,,{},[],42.71,USD
wev907572021257,we_cust1847275937,WE6989354959,Added To Cart,2024-01-29 04:01:36,android,mobile,mobile,London,US,US,sess44906486,,,{},[],0.0,USD
wev881302296736,we_cust6557907251,WE3547957159,Checkout created,2025-01-25 14:36:29,android,mobile,mobile,Los Angeles,US,US,sess10084801,,,{},[],0.0,USD
wev401744918017,we_cust6562144159,WE5661772067,Category Viewed,2025-02-20 15:04:17,web,mobile,mobile,New York,US,US,sess77989897,,,{},[],0.0,USD
wev985036644853,we_cust2388450337,WE7932751575,Product Searched,2024-08-14 20:04:09,android,web,mobile,New York,US,US,sess62696604,,,{},[],0.0,USD
wev823162578780,we_cust8458717057,WE2524547645,Product Searched,2024-06-24 22:29:46,web,mobile,mobile,New York,US,US,sess82893090,,,{},[],0.0,USD
wev209878150019,we_cust7088451458,WE4737379863,Checkout created,2024-11-05 21:52:51,email,mobile,tablet,Los Angeles,US,US,sess23476984,,,{},[],0.0,USD
wev694733880728,we_cust5183211669,WE1379976396,Homepage Viewed,2025-01-01 17:10:22,email,mobile,mobile,Los Angeles,US,US,sess41399208,,,{},[],0.0,USD
wev188175082670,we_cust3693985578,WE2460152301,Homepage Viewed,2024-10-11 07:08:02,ios,web,mobile,London,US,US,sess77572825,,,{},[],0.0,USD
wev545898512752,we_cust3875303857,WE3833370406,Homepage Viewed,2024-01-08 06:39:57,web,web,mobile,New York,US,US,sess69660480,,,{},[],0.0,USD
wev319580823422,we_cust2785736751,WE9818212653,Product Viewed,2024-08-23 02:35:05,ios,web,desktop,Los Angeles,US,US,sess83861996,,,{},[],0.0,USD
wev885646387494,we_cust9943959352,WE3744941193,Product Viewed,2024-05-27 02:46:59,android,web,tablet,London,US,US,sess98414967,,,{},[],0.0,USD
wev741815442193,we_cust8160279830,WE2651608212,Checkout created,2025-02-04 05:35:16,android,mobile,mobile,London,US,US,sess40286813,,,{},[],0.0,USD
wev767186417904,we_cust8796286443,WE2936225975,Added To Cart,2025-02-13 05:31:03,android,web,tablet,New York,US,US,sess92778279,,,{},[],0.0,USD
wev490035133208,we_cust3316277000,WE1991770302,Homepage Viewed,2025-01-12 11:57:52,email,mobile,tablet,New York,US,US,sess85203337,,,{},[],0.0,USD
wev267328662956,we_cust6687206971,WE9788128061,Checkout created,2024-06-04 02:21:45,web,mobile,desktop,Los Angeles,US,US,sess25457409,,,{},[],0.0,USD
wev453809343172,we_cust1439921366,WE5239388120,Product Searched,2024-09-24 01:41:16,android,mobile,tablet,London,US,US,sess65671821,,,{},[],0.0,USD
wev246920398078,we_cust9270323795,WE5066467479,Homepage Viewed,2024-08-03 06:46:56,web,web,desktop,Los Angeles,US,US,sess15156330,,,{},[],0.0,USD
wev541175908649,we_cust8137972345,WE4456485948,Product Viewed,2024-07-31 20:11:21,email,mobile,desktop,London,US,US,sess22041265,,,{},[],0.0,USD
wev498532117049,we_cust4022245086,WE5684748796,Checkout created,2024-06-02 15:06:25,web,web,mobile,Los Angeles,US,US,sess98763249,,,{},[],0.0,USD
wev478000911637,we_cust5763350700,WE3366899835,Product Viewed,2024-11-03 19:06:26,email,web,mobile,Los Angeles,US,US,sess86933711,,,{},[],0.0,USD
wev197743584665,we_cust1459442845,WE9955832456,Checkout created,2025-03-25 00:45:21,web,web,desktop,London,US,US,sess42852349,,,{},[],0.0,USD
wev758345359571,we_cust6288227800,WE2478924131,Added To Cart,2025-02-03 08:54:20,email,mobile,mobile,New York,US,US,sess65896057,,,{},[],0.0,USD
wev956481540548,we_cust8118065825,WE8633601439,Added To Cart,2024-05-08 23:54:10,ios,mobile,desktop,Los Angeles,US,US,sess20589585,,,{},[],0.0,USD
wev268353057101,we_cust8236361108,WE4581044072,Product Viewed,2024-05-04 06:24:39,email,mobile,tablet,New York,US,US,sess34154569,,,{},[],0.0,USD
wev540253705127,we_cust2620054076,WE4709081755,Checkout created,2024-06-11 04:58:06,ios,web,desktop,New York,US,US,sess79980552,,,{},[],0.0,USD
wev803221681734,we_cust3739951076,WE7912888906,Added To Cart,2024-03-18 23:48:48,web,web,desktop,London,US,US,sess47853279,,,{},[],0.0,USD
wev698980636357,we_cust9673185158,WE5610093348,Added To Cart,2024-07-26 05:59:50,ios,web,tablet,New York,US,US,sess82032478,,,{},[],0.0,USD
wev563888093243,we_cust1754368373,WE5149550445,Product Viewed,2024-06-04 04:20:52,android,web,desktop,London,US,US,sess12366707,,,{},[],0.0,USD
wev236533383163,we_cust6122110529,WE4718426967,Product Viewed,2024-08-21 21:13:45,email,web,mobile,London,US,US,sess96614529,,,{},[],0.0,USD
wev955036296852,we_cust7185179917,WE8648085050,Product Searched,2024-10-01 01:23:53,web,mobile,desktop,London,US,US,sess10136272,,,{},[],0.0,USD
wev717546614696,we_cust8235717104,WE8608705235,Homepage Viewed,2025-01-18 15:07:24,ios,mobile,mobile,Los Angeles,US,US,sess18671567,,,{},[],0.0,USD
wev108404455789,we_cust1707196784,WE8026313330,Product Searched,2024-03-08 16:14:46,ios,web,desktop,Los Angeles,US,US,sess98719338,,,{},[],0.0,USD
wev134985667028,we_cust2647489402,WE3782847257,Added To Cart,2024-02-07 16:28:42,android,mobile,mobile,New York,US,US,sess56349698,,,{},[],0.0,USD
wev139652916948,we_cust4508521152,WE6841847854,Product Searched,2024-02-19 00:54:42,android,mobile,desktop,New York,US,US,sess25004339,,,{},[],0.0,USD
wev491150570602,we_cust6566372886,WE5967666294,Added To Cart,2024-12-07 08:12:10,web,web,mobile,London,US,US,sess10197985,,,{},[],0.0,USD
wev586128713348,we_cust3962452613,WE7392845607,Product Viewed,2024-07-20 10:44:34,ios,web,mobile,London,US,US,sess55940027,,,{},[],0.0,USD
wev719418975446,we_cust5957341287,WE3709212170,Category Viewed,2024-06-06 10:31:43,android,web,tablet,London,US,US,sess53792751,,,{},[],0.0,USD
wev354493802110,we_cust9138644862,WE4574511574,Checkout created,2024-04-10 17:04:52,email,web,mobile,London,US,US,sess88694921,,,{},[],0.0,USD
wev443829081300,we_cust6098775210,WE2804967468,Homepage Viewed,2024-05-13 12:17:03,android,mobile,desktop,New York,US,US,sess10930766,,,{},[],0.0,USD
wev150724134327,we_cust3258354191,WE7308160906,Order created,2024-10-03 07:35:36,ios,mobile,desktop,Los Angeles,US,US,sess38072832,,,{},[],77.38,USD
wev920654131745,we_cust5976777081,WE2136901593,Product Viewed,2024-02-23 03:50:41,email,web,mobile,Los Angeles,US,US,sess24030503,,,{},[],0.0,USD
