id,order_id,product_id,variant_id,sku,title,variant_title,product_type,vendor,quantity,price,total_discount,tax_lines,properties,requires_shipping,taxable,gift_card,variant_cost,fulfillment_status,fulfillment_service,grams
li2898544655,5001271,p1001,var1268197822,VHD-1001,Original Masala Chai,100g,Green Tea,VAHDAM India,1,12.99,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.2,fulfilled,manual,200
li3105557982,5001272,p1010,var6734684958,VHD-1010,Ginger Lemon Herbal,100g,Herbal Tea,VAHDAM India,1,14.99,0.0,[],[],True,True,False,3.6,fulfilled,manual,200
li3082642801,5001272,p1007,var6592132070,VHD-1007,Rose Green Tea,100g,Green Tea,VAHDAM India,1,15.99,0.0,[],[],True,True,False,3.9,fulfilled,manual,200
li9969191283,5001272,p1005,var4488632877,VHD-1005,Immunity Boost Blend,100g,Wellness Tea,VAHDAM India,2,18.99,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,4.5,fulfilled,manual,200
li3711562928,5001273,p1003,var6896358735,VHD-1003,Turmeric Spice Herbal,100g,Herbal Tea,VAHDAM India,1,16.99,0.0,[],[],True,True,False,4.1,fulfilled,manual,200
li3002651201,5001273,p1002,var2612257559,VHD-1002,Himalayan Green Tea,100g,Green Tea,VAHDAM India,2,14.99,3.0,[],[],True,True,False,3.8,fulfilled,manual,200
li1497729058,5001273,p1008,var8344243787,VHD-1008,Sleep Well Blend,100g,Herbal Tea,VAHDAM India,2,17.99,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,4.3,fulfilled,manual,200
li2133273976,5001274,p1009,var4197476271,VHD-1009,Premium Gift Set,100g,Gift Sets,VAHDAM India,2,39.99,0.0,[],[],True,True,False,9.8,fulfilled,manual,200
li4546683135,5001274,p1002,var2760331079,VHD-1002,Himalayan Green Tea,100g,Green Tea,VAHDAM India,1,14.99,0.0,[],[],True,True,False,3.8,fulfilled,manual,200
li5779394735,5001275,p1010,var6319049305,VHD-1010,Ginger Lemon Herbal,100g,Herbal Tea,VAHDAM India,2,14.99,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.6,fulfilled,manual,200
li4857857816,5001275,p1008,var6453398879,VHD-1008,Sleep Well Blend,100g,Herbal Tea,VAHDAM India,1,17.99,0.0,[],[],True,True,False,4.3,fulfilled,manual,200
li3553271630,5001275,p1006,var9570157526,VHD-1006,Earl Grey Supreme,100g,Black Tea,VAHDAM India,2,13.99,0.0,[],[],True,True,False,3.3,fulfilled,manual,200
li4844659842,5001276,p1006,var5663302351,VHD-1006,Earl Grey Supreme,100g,Black Tea,VAHDAM India,1,13.99,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.3,fulfilled,manual,200
li6947672357,5001276,p1007,var4006399848,VHD-1007,Rose Green Tea,100g,Green Tea,VAHDAM India,1,15.99,0.0,[],[],True,True,False,3.9,fulfilled,manual,200
li3434741022,5001276,p1002,var7144531614,VHD-1002,Himalayan Green Tea,100g,Green Tea,VAHDAM India,2,14.99,3.0,[],[],True,True,False,3.8,fulfilled,manual,200
li9699361254,5001277,p1002,var6937746682,VHD-1002,Himalayan Green Tea,100g,Green Tea,VAHDAM India,2,14.99,0.0,[],[],True,True,False,3.8,fulfilled,manual,200
li6461198104,5001277,p1001,var8260978719,VHD-1001,Original Masala Chai,100g,Green Tea,VAHDAM India,2,12.99,0.0,[],[],True,True,False,3.2,fulfilled,manual,200
li9549424321,5001278,p1006,var1533483391,VHD-1006,Earl Grey Supreme,100g,Black Tea,VAHDAM India,2,13.99,0.0,[],[],True,True,False,3.3,fulfilled,manual,200
li3884603338,5001278,p1005,var1755212083,VHD-1005,Immunity Boost Blend,100g,Wellness Tea,VAHDAM India,2,18.99,3.8,[],[],True,True,False,4.5,fulfilled,manual,200
li4502413478,5001278,p1004,var5393229001,VHD-1004,Assam Classic Black,100g,Black Tea,VAHDAM India,2,11.99,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,2.9,fulfilled,manual,200
li9999545794,5001279,p1010,var5421552602,VHD-1010,Ginger Lemon Herbal,100g,Herbal Tea,VAHDAM India,2,14.99,0.0,[],[],True,True,False,3.6,fulfilled,manual,200
li6425653716,5001279,p1002,var7306285675,VHD-1002,Himalayan Green Tea,100g,Green Tea,VAHDAM India,2,14.99,0.0,[],[],True,True,False,3.8,fulfilled,manual,200
li5049217433,5001279,p1003,var7061459665,VHD-1003,Turmeric Spice Herbal,100g,Herbal Tea,VAHDAM India,1,16.99,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,4.1,fulfilled,manual,200
li2136592530,5001280,p1010,var5387174041,VHD-1010,Ginger Lemon Herbal,100g,Herbal Tea,VAHDAM India,1,14.99,0.0,[],[],True,True,False,3.6,fulfilled,manual,200
li7749390376,5001280,p1001,var2606941700,VHD-1001,Original Masala Chai,100g,Green Tea,VAHDAM India,2,12.99,0.0,[],[],True,True,False,3.2,fulfilled,manual,200
li7022906688,5001281,p1004,var2277780832,VHD-1004,Assam Classic Black,100g,Black Tea,VAHDAM India,2,11.99,2.4,[],[],True,True,False,2.9,fulfilled,manual,200
li6672644248,5001281,p1001,var3120986582,VHD-1001,Original Masala Chai,100g,Green Tea,VAHDAM India,1,12.99,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.2,fulfilled,manual,200
li1282183218,5001281,p1008,var5286236080,VHD-1008,Sleep Well Blend,100g,Herbal Tea,VAHDAM India,2,17.99,0.0,[],[],True,True,False,4.3,fulfilled,manual,200
li5259726276,5001282,p1010,var2973626785,VHD-1010,Ginger Lemon Herbal,100g,Herbal Tea,VAHDAM India,1,14.99,0.0,[],[],True,True,False,3.6,fulfilled,manual,200
li3775141456,5001282,p1007,var2538135522,VHD-1007,Rose Green Tea,100g,Green Tea,VAHDAM India,2,15.99,0.0,[],[],True,True,False,3.9,fulfilled,manual,200
li9410314097,5001282,p1001,var7084496997,VHD-1001,Original Masala Chai,100g,Green Tea,VAHDAM India,1,12.99,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.2,fulfilled,manual,200
li3365841247,5001283,p1005,var1918403775,VHD-1005,Immunity Boost Blend,100g,Wellness Tea,VAHDAM India,1,18.99,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,4.5,fulfilled,manual,200
li4895980622,5001283,p1003,var1221327900,VHD-1003,Turmeric Spice Herbal,100g,Herbal Tea,VAHDAM India,1,16.99,0.0,[],[],True,True,False,4.1,fulfilled,manual,200
li7008902147,5001283,p1008,var8448403848,VHD-1008,Sleep Well Blend,100g,Herbal Tea,VAHDAM India,1,17.99,1.8,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,4.3,fulfilled,manual,200
li2781202406,5001284,p1005,var7273844150,VHD-1005,Immunity Boost Blend,100g,Wellness Tea,VAHDAM India,1,18.99,1.9,[],[],True,True,False,4.5,fulfilled,manual,200
li4644402827,5001284,p1009,var6316106876,VHD-1009,Premium Gift Set,100g,Gift Sets,VAHDAM India,1,39.99,0.0,[],[],True,True,False,9.8,fulfilled,manual,200
li3626476464,5001285,p1007,var4086606792,VHD-1007,Rose Green Tea,100g,Green Tea,VAHDAM India,2,15.99,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.9,fulfilled,manual,200
li2579162223,5001286,p1003,var1766196269,VHD-1003,Turmeric Spice Herbal,100g,Herbal Tea,VAHDAM India,2,16.99,0.0,[],[],True,True,False,4.1,fulfilled,manual,200
li3973842599,5001286,p1002,var2247112947,VHD-1002,Himalayan Green Tea,100g,Green Tea,VAHDAM India,1,14.99,0.0,[],[],True,True,False,3.8,fulfilled,manual,200
li4063773386,5001286,p1006,var6601122577,VHD-1006,Earl Grey Supreme,100g,Black Tea,VAHDAM India,1,13.99,0.0,[],[],True,True,False,3.3,fulfilled,manual,200
li4220359916,5001287,p1008,var1185561145,VHD-1008,Sleep Well Blend,100g,Herbal Tea,VAHDAM India,1,17.99,0.0,[],[],True,True,False,4.3,fulfilled,manual,200
li2152726784,5001287,p1002,var9453075417,VHD-1002,Himalayan Green Tea,100g,Green Tea,VAHDAM India,2,14.99,0.0,[],[],True,True,False,3.8,fulfilled,manual,200
li1554329501,5001288,p1003,var2933178983,VHD-1003,Turmeric Spice Herbal,100g,Herbal Tea,VAHDAM India,2,16.99,0.0,[],[],True,True,False,4.1,fulfilled,manual,200
li2360354123,5001289,p1010,var3635425457,VHD-1010,Ginger Lemon Herbal,100g,Herbal Tea,VAHDAM India,1,14.99,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.6,fulfilled,manual,200
li3484255383,5001289,p1008,var4115720413,VHD-1008,Sleep Well Blend,100g,Herbal Tea,VAHDAM India,1,17.99,0.0,[],[],True,True,False,4.3,fulfilled,manual,200
li2102363150,5001289,p1003,var9793804393,VHD-1003,Turmeric Spice Herbal,100g,Herbal Tea,VAHDAM India,2,16.99,0.0,[],[],True,True,False,4.1,fulfilled,manual,200
li8819924444,5001290,p1002,var4966471063,VHD-1002,Himalayan Green Tea,100g,Green Tea,VAHDAM India,2,14.99,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.8,fulfilled,manual,200
li9153918626,5001290,p1001,var2487772005,VHD-1001,Original Masala Chai,100g,Green Tea,VAHDAM India,2,12.99,2.6,[],[],True,True,False,3.2,fulfilled,manual,200
li1779887040,5001290,p1005,var3273317914,VHD-1005,Immunity Boost Blend,100g,Wellness Tea,VAHDAM India,2,18.99,0.0,[],[],True,True,False,4.5,fulfilled,manual,200
li8706682256,5001291,p1010,var6645549332,VHD-1010,Ginger Lemon Herbal,100g,Herbal Tea,VAHDAM India,2,14.99,0.0,[],[],True,True,False,3.6,fulfilled,manual,200
li5101567821,5001291,p1007,var5724521910,VHD-1007,Rose Green Tea,100g,Green Tea,VAHDAM India,2,15.99,0.0,[],[],True,True,False,3.9,fulfilled,manual,200
li8758403661,5001292,p1002,var5073892249,VHD-1002,Himalayan Green Tea,100g,Green Tea,VAHDAM India,1,14.99,0.0,[],[],True,True,False,3.8,fulfilled,manual,200
li6538681143,5001292,p1010,var8716057106,VHD-1010,Ginger Lemon Herbal,100g,Herbal Tea,VAHDAM India,1,14.99,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.6,fulfilled,manual,200
li6628079280,5001292,p1007,var9463835324,VHD-1007,Rose Green Tea,100g,Green Tea,VAHDAM India,2,15.99,3.2,[],[],True,True,False,3.9,fulfilled,manual,200
li3060076582,5001293,p1002,var1942390879,VHD-1002,Himalayan Green Tea,100g,Green Tea,VAHDAM India,2,14.99,0.0,[],[],True,True,False,3.8,fulfilled,manual,200
li5851800773,5001293,p1005,var2703201251,VHD-1005,Immunity Boost Blend,100g,Wellness Tea,VAHDAM India,1,18.99,0.0,[],[],True,True,False,4.5,fulfilled,manual,200
li7876585029,5001293,p1003,var6680396860,VHD-1003,Turmeric Spice Herbal,100g,Herbal Tea,VAHDAM India,1,16.99,0.0,[],[],True,True,False,4.1,fulfilled,manual,200
li7307575806,5001294,p1008,var3865630791,VHD-1008,Sleep Well Blend,100g,Herbal Tea,VAHDAM India,1,17.99,1.8,[],[],True,True,False,4.3,fulfilled,manual,200
li5070567619,5001295,p1008,var3418778312,VHD-1008,Sleep Well Blend,100g,Herbal Tea,VAHDAM India,2,17.99,0.0,[],[],True,True,False,4.3,fulfilled,manual,200
li7444008155,5001296,p1010,var9329393465,VHD-1010,Ginger Lemon Herbal,100g,Herbal Tea,VAHDAM India,2,14.99,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.6,fulfilled,manual,200
li3188002391,5001296,p1002,var2484851858,VHD-1002,Himalayan Green Tea,100g,Green Tea,VAHDAM India,2,14.99,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.8,fulfilled,manual,200
li7452014794,5001296,p1004,var2747967312,VHD-1004,Assam Classic Black,100g,Black Tea,VAHDAM India,2,11.99,2.4,[],[],True,True,False,2.9,fulfilled,manual,200
li6605020222,5001297,p1009,var9039085265,VHD-1009,Premium Gift Set,100g,Gift Sets,VAHDAM India,1,39.99,0.0,[],[],True,True,False,9.8,fulfilled,manual,200
li6418572387,5001298,p1005,var6687944150,VHD-1005,Immunity Boost Blend,100g,Wellness Tea,VAHDAM India,1,18.99,0.0,[],[],True,True,False,4.5,fulfilled,manual,200
li3815093720,5001298,p1007,var1600407411,VHD-1007,Rose Green Tea,100g,Green Tea,VAHDAM India,1,15.99,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.9,fulfilled,manual,200
li2052464423,5001299,p1003,var4060132759,VHD-1003,Turmeric Spice Herbal,100g,Herbal Tea,VAHDAM India,1,16.99,1.7,[],[],True,True,False,4.1,fulfilled,manual,200
li3278470479,5001300,p1007,var6002066515,VHD-1007,Rose Green Tea,100g,Green Tea,VAHDAM India,2,15.99,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.9,fulfilled,manual,200
li9668919276,5001300,p1010,var9620629787,VHD-1010,Ginger Lemon Herbal,100g,Herbal Tea,VAHDAM India,2,14.99,0.0,[],[],True,True,False,3.6,fulfilled,manual,200
li6859382154,5001301,p1002,var4936853542,VHD-1002,Himalayan Green Tea,100g,Green Tea,VAHDAM India,1,14.99,1.5,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.8,fulfilled,manual,200
li9227926575,5001302,p1007,var6576767462,VHD-1007,Rose Green Tea,100g,Green Tea,VAHDAM India,2,15.99,3.2,[],[],True,True,False,3.9,fulfilled,manual,200
li8992853608,5001303,p1005,var6905489340,VHD-1005,Immunity Boost Blend,100g,Wellness Tea,VAHDAM India,1,18.99,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,4.5,fulfilled,manual,200
li8843745863,5001303,p1006,var2362410218,VHD-1006,Earl Grey Supreme,100g,Black Tea,VAHDAM India,1,13.99,1.4,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.3,fulfilled,manual,200
li5353995722,5001303,p1008,var4506394758,VHD-1008,Sleep Well Blend,100g,Herbal Tea,VAHDAM India,2,17.99,0.0,[],[],True,True,False,4.3,fulfilled,manual,200
li3269553108,5001304,p1010,var1420722745,VHD-1010,Ginger Lemon Herbal,100g,Herbal Tea,VAHDAM India,2,14.99,0.0,[],[],True,True,False,3.6,fulfilled,manual,200
li4108656842,5001304,p1004,var7572311721,VHD-1004,Assam Classic Black,100g,Black Tea,VAHDAM India,2,11.99,0.0,[],[],True,True,False,2.9,fulfilled,manual,200
li5432358842,5001304,p1003,var9571942721,VHD-1003,Turmeric Spice Herbal,100g,Herbal Tea,VAHDAM India,2,16.99,3.4,[],[],True,True,False,4.1,fulfilled,manual,200
li8964464368,5001305,p1003,var1227392264,VHD-1003,Turmeric Spice Herbal,100g,Herbal Tea,VAHDAM India,1,16.99,0.0,[],[],True,True,False,4.1,fulfilled,manual,200
li9351567496,5001305,p1001,var5276768063,VHD-1001,Original Masala Chai,100g,Green Tea,VAHDAM India,2,12.99,0.0,[],[],True,True,False,3.2,fulfilled,manual,200
li8546765774,5001306,p1001,var7540004434,VHD-1001,Original Masala Chai,100g,Green Tea,VAHDAM India,1,12.99,0.0,[],[],True,True,False,3.2,fulfilled,manual,200
li6614804594,5001306,p1006,var5156808294,VHD-1006,Earl Grey Supreme,100g,Black Tea,VAHDAM India,2,13.99,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.3,fulfilled,manual,200
li4375319020,5001306,p1005,var9337386827,VHD-1005,Immunity Boost Blend,100g,Wellness Tea,VAHDAM India,2,18.99,0.0,[],[],True,True,False,4.5,fulfilled,manual,200
li2012034523,5001307,p1001,var7793734097,VHD-1001,Original Masala Chai,100g,Green Tea,VAHDAM India,2,12.99,0.0,[],[],True,True,False,3.2,fulfilled,manual,200
li9176668257,5001307,p1002,var7447962184,VHD-1002,Himalayan Green Tea,100g,Green Tea,VAHDAM India,1,14.99,1.5,[],[],True,True,False,3.8,fulfilled,manual,200
li8910194698,5001307,p1007,var2194702724,VHD-1007,Rose Green Tea,100g,Green Tea,VAHDAM India,2,15.99,0.0,[],[],True,True,False,3.9,fulfilled,manual,200
li9882268600,5001308,p1008,var1487619991,VHD-1008,Sleep Well Blend,100g,Herbal Tea,VAHDAM India,2,17.99,0.0,[],[],True,True,False,4.3,fulfilled,manual,200
li4774840593,5001308,p1002,var2334495093,VHD-1002,Himalayan Green Tea,100g,Green Tea,VAHDAM India,2,14.99,0.0,[],[],True,True,False,3.8,fulfilled,manual,200
li7416365592,5001308,p1007,var5999076257,VHD-1007,Rose Green Tea,100g,Green Tea,VAHDAM India,1,15.99,0.0,[],[],True,True,False,3.9,fulfilled,manual,200
li1228605406,5001309,p1005,var9975384916,VHD-1005,Immunity Boost Blend,100g,Wellness Tea,VAHDAM India,1,18.99,1.9,[],[],True,True,False,4.5,fulfilled,manual,200
li3150271290,5001310,p1008,var1290934132,VHD-1008,Sleep Well Blend,100g,Herbal Tea,VAHDAM India,2,17.99,0.0,[],[],True,True,False,4.3,fulfilled,manual,200
li8643586803,5001310,p1007,var4219212922,VHD-1007,Rose Green Tea,100g,Green Tea,VAHDAM India,1,15.99,0.0,[],[],True,True,False,3.9,fulfilled,manual,200
li9775476769,5001310,p1002,var6069957734,VHD-1002,Himalayan Green Tea,100g,Green Tea,VAHDAM India,1,14.99,0.0,[],[],True,True,False,3.8,fulfilled,manual,200
li6034719651,5001311,p1003,var6550051689,VHD-1003,Turmeric Spice Herbal,100g,Herbal Tea,VAHDAM India,2,16.99,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,4.1,fulfilled,manual,200
li5301416762,5001311,p1005,var2971873730,VHD-1005,Immunity Boost Blend,100g,Wellness Tea,VAHDAM India,1,18.99,1.9,[],[],True,True,False,4.5,fulfilled,manual,200
li6483134044,5001312,p1007,var4819902826,VHD-1007,Rose Green Tea,100g,Green Tea,VAHDAM India,2,15.99,0.0,[],[],True,True,False,3.9,fulfilled,manual,200
li6678709378,5001312,p1004,var6597022488,VHD-1004,Assam Classic Black,100g,Black Tea,VAHDAM India,1,11.99,1.2,[],[],True,True,False,2.9,fulfilled,manual,200
li6154668700,5001312,p1009,var3973103622,VHD-1009,Premium Gift Set,100g,Gift Sets,VAHDAM India,1,39.99,0.0,[],[],True,True,False,9.8,fulfilled,manual,200
li9141894221,5001313,p1008,var6011101264,VHD-1008,Sleep Well Blend,100g,Herbal Tea,VAHDAM India,1,17.99,0.0,[],[],True,True,False,4.3,fulfilled,manual,200
li2852379745,5001313,p1006,var4711343223,VHD-1006,Earl Grey Supreme,100g,Black Tea,VAHDAM India,1,13.99,0.0,[],[],True,True,False,3.3,fulfilled,manual,200
li3371974130,5001314,p1009,var7983041319,VHD-1009,Premium Gift Set,100g,Gift Sets,VAHDAM India,2,39.99,0.0,[],[],True,True,False,9.8,fulfilled,manual,200
li3618293982,5001314,p1001,var1640959649,VHD-1001,Original Masala Chai,100g,Green Tea,VAHDAM India,2,12.99,0.0,[],[],True,True,False,3.2,fulfilled,manual,200
li1616919323,5001315,p1004,var6604803394,VHD-1004,Assam Classic Black,100g,Black Tea,VAHDAM India,1,11.99,1.2,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,2.9,fulfilled,manual,200
li9078519688,5001315,p1003,var4649258528,VHD-1003,Turmeric Spice Herbal,100g,Herbal Tea,VAHDAM India,1,16.99,0.0,[],[],True,True,False,4.1,fulfilled,manual,200
li3879591718,5001315,p1009,var5104119482,VHD-1009,Premium Gift Set,100g,Gift Sets,VAHDAM India,1,39.99,4.0,[],[],True,True,False,9.8,fulfilled,manual,200
li1476426864,5001316,p1002,var3762402861,VHD-1002,Himalayan Green Tea,100g,Green Tea,VAHDAM India,1,14.99,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.8,fulfilled,manual,200
li1766966380,5001316,p1009,var8641359705,VHD-1009,Premium Gift Set,100g,Gift Sets,VAHDAM India,2,39.99,0.0,[],[],True,True,False,9.8,fulfilled,manual,200
li6400299677,5001316,p1007,var1563614126,VHD-1007,Rose Green Tea,100g,Green Tea,VAHDAM India,2,15.99,0.0,[],[],True,True,False,3.9,fulfilled,manual,200
li8989927061,5001317,p1005,var1861742635,VHD-1005,Immunity Boost Blend,100g,Wellness Tea,VAHDAM India,1,18.99,0.0,[],[],True,True,False,4.5,fulfilled,manual,200
li8755976444,5001317,p1003,var3782071708,VHD-1003,Turmeric Spice Herbal,100g,Herbal Tea,VAHDAM India,2,16.99,0.0,[],[],True,True,False,4.1,fulfilled,manual,200
li7247551078,5001318,p1001,var8147663160,VHD-1001,Original Masala Chai,100g,Green Tea,VAHDAM India,1,12.99,0.0,[],[],True,True,False,3.2,fulfilled,manual,200
li7523237718,5001318,p1009,var9181113838,VHD-1009,Premium Gift Set,100g,Gift Sets,VAHDAM India,2,39.99,0.0,[],[],True,True,False,9.8,fulfilled,manual,200
li2006613942,5001318,p1004,var6294030245,VHD-1004,Assam Classic Black,100g,Black Tea,VAHDAM India,2,11.99,0.0,[],[],True,True,False,2.9,fulfilled,manual,200
li3628177900,5001319,p1010,var3252676052,VHD-1010,Ginger Lemon Herbal,100g,Herbal Tea,VAHDAM India,2,14.99,3.0,[],[],True,True,False,3.6,fulfilled,manual,200
li8009320144,5001319,p1005,var5959590683,VHD-1005,Immunity Boost Blend,100g,Wellness Tea,VAHDAM India,1,18.99,0.0,[],[],True,True,False,4.5,fulfilled,manual,200
li2918185546,5001320,p1002,var1233505053,VHD-1002,Himalayan Green Tea,100g,Green Tea,VAHDAM India,1,14.99,0.0,[],[],True,True,False,3.8,fulfilled,manual,200
li7211416175,5001320,p1008,var8035420488,VHD-1008,Sleep Well Blend,100g,Herbal Tea,VAHDAM India,1,17.99,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,4.3,fulfilled,manual,200
li3212961047,5001321,p1008,var2009498407,VHD-1008,Sleep Well Blend,100g,Herbal Tea,VAHDAM India,1,17.99,0.0,[],[],True,True,False,4.3,fulfilled,manual,200
li7586079329,5001322,p1004,var3940460125,VHD-1004,Assam Classic Black,100g,Black Tea,VAHDAM India,2,11.99,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,2.9,fulfilled,manual,200
li6365648012,5001323,p1005,var4159621898,VHD-1005,Immunity Boost Blend,100g,Wellness Tea,VAHDAM India,1,18.99,1.9,[],[],True,True,False,4.5,fulfilled,manual,200
li8623222912,5001323,p1004,var3342730143,VHD-1004,Assam Classic Black,100g,Black Tea,VAHDAM India,2,11.99,0.0,[],[],True,True,False,2.9,fulfilled,manual,200
li3241712754,5001324,p1003,var7612111268,VHD-1003,Turmeric Spice Herbal,100g,Herbal Tea,VAHDAM India,1,16.99,0.0,[],[],True,True,False,4.1,fulfilled,manual,200
li2801951626,5001324,p1010,var5429092290,VHD-1010,Ginger Lemon Herbal,100g,Herbal Tea,VAHDAM India,1,14.99,0.0,[],[],True,True,False,3.6,fulfilled,manual,200
li4911197806,5001324,p1008,var4898961670,VHD-1008,Sleep Well Blend,100g,Herbal Tea,VAHDAM India,2,17.99,0.0,[],[],True,True,False,4.3,fulfilled,manual,200
li8515260818,5001325,p1001,var8813701695,VHD-1001,Original Masala Chai,100g,Green Tea,VAHDAM India,2,12.99,0.0,[],[],True,True,False,3.2,fulfilled,manual,200
li2507797752,5001325,p1008,var1181583396,VHD-1008,Sleep Well Blend,100g,Herbal Tea,VAHDAM India,2,17.99,0.0,[],[],True,True,False,4.3,fulfilled,manual,200
li2294608642,5001326,p1001,var4669086545,VHD-1001,Original Masala Chai,100g,Green Tea,VAHDAM India,1,12.99,1.3,[],[],True,True,False,3.2,fulfilled,manual,200
li4446473852,5001326,p1009,var2599153310,VHD-1009,Premium Gift Set,100g,Gift Sets,VAHDAM India,1,39.99,4.0,[],[],True,True,False,9.8,fulfilled,manual,200
li6016658444,5001326,p1008,var3863824822,VHD-1008,Sleep Well Blend,100g,Herbal Tea,VAHDAM India,2,17.99,0.0,[],[],True,True,False,4.3,fulfilled,manual,200
li6476558287,5001327,p1008,var5409069359,VHD-1008,Sleep Well Blend,100g,Herbal Tea,VAHDAM India,2,17.99,3.6,[],[],True,True,False,4.3,fulfilled,manual,200
li9187957431,5001327,p1003,var9851591952,VHD-1003,Turmeric Spice Herbal,100g,Herbal Tea,VAHDAM India,2,16.99,0.0,[],[],True,True,False,4.1,fulfilled,manual,200
li9394233625,5001327,p1010,var3103429418,VHD-1010,Ginger Lemon Herbal,100g,Herbal Tea,VAHDAM India,1,14.99,0.0,[],[],True,True,False,3.6,fulfilled,manual,200
li2398602731,5001328,p1008,var3564240875,VHD-1008,Sleep Well Blend,100g,Herbal Tea,VAHDAM India,2,17.99,0.0,[],[],True,True,False,4.3,fulfilled,manual,200
li1055183168,5001328,p1004,var5432228753,VHD-1004,Assam Classic Black,100g,Black Tea,VAHDAM India,1,11.99,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,2.9,fulfilled,manual,200
li7614224748,5001329,p1004,var1204722549,VHD-1004,Assam Classic Black,100g,Black Tea,VAHDAM India,2,11.99,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,2.9,fulfilled,manual,200
li9969853441,5001329,p1008,var1854122765,VHD-1008,Sleep Well Blend,100g,Herbal Tea,VAHDAM India,1,17.99,0.0,[],[],True,True,False,4.3,fulfilled,manual,200
li9219047238,5001330,p1006,var4592356998,VHD-1006,Earl Grey Supreme,100g,Black Tea,VAHDAM India,2,13.99,0.0,[],[],True,True,False,3.3,fulfilled,manual,200
li4503011715,5001330,p1005,var7251768606,VHD-1005,Immunity Boost Blend,100g,Wellness Tea,VAHDAM India,2,18.99,3.8,[],[],True,True,False,4.5,fulfilled,manual,200
li8497705472,5001330,p1009,var9614593325,VHD-1009,Premium Gift Set,100g,Gift Sets,VAHDAM India,2,39.99,0.0,[],[],True,True,False,9.8,fulfilled,manual,200
li9717596387,5001331,p1002,var9714838663,VHD-1002,Himalayan Green Tea,100g,Green Tea,VAHDAM India,1,14.99,1.5,[],[],True,True,False,3.8,fulfilled,manual,200
li2743086351,5001331,p1009,var3385334523,VHD-1009,Premium Gift Set,100g,Gift Sets,VAHDAM India,1,39.99,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,9.8,fulfilled,manual,200
li6532487967,5001332,p1006,var6282030368,VHD-1006,Earl Grey Supreme,100g,Black Tea,VAHDAM India,1,13.99,0.0,[],[],True,True,False,3.3,fulfilled,manual,200
li7442649095,5001332,p1002,var9710461781,VHD-1002,Himalayan Green Tea,100g,Green Tea,VAHDAM India,1,14.99,0.0,[],[],True,True,False,3.8,fulfilled,manual,200
li3994230771,5001332,p1004,var1250698013,VHD-1004,Assam Classic Black,100g,Black Tea,VAHDAM India,1,11.99,0.0,[],[],True,True,False,2.9,fulfilled,manual,200
li5172657007,5001333,p1007,var3105367971,VHD-1007,Rose Green Tea,100g,Green Tea,VAHDAM India,1,15.99,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.9,fulfilled,manual,200
li3617355899,5001333,p1008,var7337543079,VHD-1008,Sleep Well Blend,100g,Herbal Tea,VAHDAM India,2,17.99,3.6,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,4.3,fulfilled,manual,200
